"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_disColor","cond_disColorRGB","cond_disFeature","cond_disPresent","cond_disProbability","cond_disShape","cond_primingDisColor","cond_primingDisShape","cond_primingTarColor","cond_primingTarShape","cond_tarColor","cond_tarColorRGB","cond_tarLocation","cond_tarLocationLong","cond_tarShape","coordinates","correct","correct_continuePress","count_blockAcc","count_blockFeed","count_blockLoop","count_blockRT","count_blockSeq","count_blockSumCorrect","count_blockSumRT","count_continuePress","count_example","count_expSettings","count_exp_mainLoop","count_experiment","count_instructions","count_instructions1","count_instructions2","count_log","count_main","count_prepCanvas","count_totalAcc","count_totalRT","count_totalSumCorrect","count_totalSumRT","count_trialResp","count_trialSeq","count_trialTask","datetime","description","disable_garbage_collection","dispBlank","dispBlockStart","dispFeedBlock","dispFix","dispInstructions","dispSearch","dispStartScreen","distance2screen","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","gaborFreq","gaborSize","height","keyboard_backend","lineOriTar","live_row","live_row_blockLoop","live_row_exp_mainLoop","logfile","mouse_backend","noExpBlocks","noExpTrials","noPracTrials","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","physical_screensize","previousDisColor","previousDisShape","previousTarColor","previousTarShape","repeat_cycle","response","responseTime","response_continuePress","response_time","response_time_continuePress","rgb_gray","rgb_green","rgb_red","rgb_white","round_decimals","sampler_backend","set_blockType","set_counterPositions","set_respCorrect","set_respTimeoutExp","set_respTimeoutPrac","set_rotation","set_setSize","sizeImaginary","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimPositions","stimuli","subject_nr","subject_parity","tarIdx","time_blockFeed","time_blockLoop","time_blockSeq","time_continuePress","time_example","time_expSettings","time_exp_mainLoop","time_experiment","time_instructions","time_instructions1","time_instructions2","time_log","time_main","time_prepCanvas","time_trialResp","time_trialSeq","time_trialTask","timing_EEGwait","timing_fix","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","color","present","highProb","circular","same","same","swap","same","red","(179, 0, 0)","lowProb","lowProb6","circular","uniform","1","undefined","0.00520833333333","1","1","5.22916666667","1","1","1004","0","0","0","0","0","0","0","0","25","0","1","0.00520833333333","5.22916666667","1","1004","25","25","25","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483E550>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","45","0","0","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","circular","red","circular","0","\","1004","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","\","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","5","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","210106","1803","202717","209099","203109","203109","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","color","present","highProb","rectangular","same","swap","same","swap","red","(179, 0, 0)","lowProb","lowProb4","rectangular","uniform","0","undefined","0.00520833333333","1","1","10.3958333333","1","1","1996","0","0","0","0","0","0","0","0","26","0","1","0.00520833333333","10.3958333333","1","1996","26","26","26","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0484DFB0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","45","1","1","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","rectangular","red","rectangular","0","/","992","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","\","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","3","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","212474","1803","202717","211478","210559","210559","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","red","(179, 0, 0)","shape","absent","highProb","circular","swap","swap","same","swap","red","(179, 0, 0)","lowProb","lowProb3","circular","uniform","1","undefined","0.0104166666667","1","1","14.0885416667","1","2","2705","0","0","0","0","0","0","0","0","27","0","1","0.0104166666667","14.0885416667","2","2705","27","27","27","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483F950>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","315","2","2","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","red","circular","red","circular","0","/","709","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","/","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","1","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","214546","1803","202717","213833","212914","212914","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","red","(179, 0, 0)","shape","present","highProb","circular","same","same","same","swap","red","(179, 0, 0)","lowProb","lowProb6","rectangular","uniform","1","undefined","0.015625","1","1","18.6354166667","1","3","3578","0","0","0","0","0","0","0","0","28","0","1","0.015625","18.6354166667","3","3578","28","28","28","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483AFD0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","45","3","3","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","red","circular","red","rectangular","0","\","873","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","\","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","5","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","216770","1803","202717","215893","214974","214974","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","color","present","highProb","rectangular","swap","swap","same","same","red","(179, 0, 0)","lowProb","lowProb3","rectangular","uniform","1","undefined","0.0208333333333","1","1","23.09375","1","4","4434","0","0","0","0","0","0","0","0","29","0","1","0.0208333333333","23.09375","4","4434","29","29","29","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483FF50>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","45","4","4","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","rectangular","red","rectangular","0","\","856","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","\","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","1","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","218977","1803","202717","218118","217199","217199","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","color","present","lowProb5","rectangular","same","same","same","same","red","(179, 0, 0)","highProbShape","highProbShape","rectangular","uniform","1","undefined","0.0260416666667","1","1","28.4427083333","1","5","5461","0","0","0","0","0","0","0","0","30","0","1","0.0260416666667","28.4427083333","5","5461","30","30","30","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x049302B0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","315","5","5","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","rectangular","red","rectangular","0","/","1027","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","/","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","2","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","221337","1803","202717","220308","219389","219389","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","color","present","lowProb1","circular","same","swap","same","swap","red","(179, 0, 0)","lowProb","lowProb4","circular","uniform","1","undefined","0.03125","1","1","39.8645833333","1","6","7654","0","0","0","0","0","0","0","0","31","0","1","0.03125","39.8645833333","6","7654","31","31","31","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483AED0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","315","6","6","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","circular","red","circular","0","/","2193","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","/","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","3","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","224882","1803","202717","222686","221767","221767","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","red","(179, 0, 0)","color","present","highProb","circular","swap","same","swap","same","green","(0, 122, 0)","lowProb","lowProb6","circular","uniform","1","undefined","0.0364583333333","1","1","47.2864583333","1","7","9079","0","0","0","0","0","0","0","0","32","0","1","0.0364583333333","47.2864583333","7","9079","32","32","32","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x0483E550>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","315","7","7","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","red","circular","green","circular","0","/","1425","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","/","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","5","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","227650","1803","202717","226221","225302","225302","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","green","(0, 122, 0)","shape","present","lowProb1","circular","swap","same","same","swap","green","(0, 122, 0)","lowProb","lowProb5","rectangular","uniform","1","undefined","0.0416666666667","1","1","57.0416666667","1","8","10952","0","0","0","0","0","0","0","0","33","0","1","0.0416666666667","57.0416666667","8","10952","33","33","33","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x04930AB0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","315","8","8","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","green","circular","green","rectangular","0","/","1873","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","/","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","4","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","230858","1803","202717","228981","228062","228062","NA","913","study_X","0","11757","1","yes","1680"
"undefined","undefined","11757","11757","black","no","legacy","legacy","legacy","0","red","(179, 0, 0)","color","present","highProb","rectangular","swap","swap","same","same","green","(0, 122, 0)","lowProb","lowProb2","rectangular","uniform","0","undefined","0.0416666666667","1","1","70.0625","1","8","13452","0","0","0","0","0","0","0","0","34","0","1","0.0416666666667","70.0625","8","13452","34","34","34","08/22/17 15:43:37","Default description","yes","<openexp._canvas.legacy.legacy object at 0x048427F0>","<openexp._canvas.legacy.legacy object at 0x0484D7B0>","<openexp._canvas.legacy.legacy object at 0x0483A410>","<openexp._canvas.legacy.legacy object at 0x049309D0>","<openexp._canvas.legacy.legacy object at 0x049014B0>","<openexp._canvas.legacy.legacy object at 0x048496D0>","<openexp._canvas.legacy.legacy object at 0x049029F0>","75","IndividualPriorityWithDis_v1.osexp","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2","no","mono","no","18","no","white","no","yes","0.09","98","1050","legacy","45","9","9","1","C:/Userdata/Michel/SpatialProb/IndividualPriorityMaps/Experiment2/data/subject-15.csv","legacy","9","192","25","Jazzy James","3.1.3","yes","598477b2b83f69022949e7e9","47","red","rectangular","green","rectangular","0","None","2500","space","11757","11757","(80, 80, 80)","(0, 122, 0)","(179, 0, 0)","(155, 155, 155)","2","legacy","experiment","[6, 7, 0, 1, 2, 3, 4, 5]","\","2500","3000","0","8","252.758751519","1024","2","48000","-16","main","[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]","[]","15","odd","0","180301","202717","202717","91997","90990","1804","105514","105514","1804","1804","103755","234691","1803","202717","232188","231269","231269","NA","913","study_X","0","11757","1","yes","1680"
